Line Start,Line End,Rhyme Type,Words
1,2,M,spak / bak
3,4,M,passion / conclusion
5,6,M,herbergage / langage
7,8,M,hous / perilous
9,10,M,be / pryvetee
11,12,M,care / ware
13,14,M,a-werk / derk
15,16,M,heere / heere
17,18,M,man / kan
19,20,M,citee / thee
21,22,M,good / blood
23,24,M,soold / coold
25,26,M,curs / wors
27,28,M,goos / loos
29,30,M,name / game
31,32,M,pley / fey
33,34,M,seith / feith
35,36,M,heer / hostileer
37,38,M,yit / quit
39,40,M,cheere / heere
