Line Start,Line End,Rhyme Type,Words
485,486,M,manere / cheere
487,488,M,frye / jalousye
489,490,F,purgatorie / glorie
491,492,M,song / wrong
493,494,M,wiste / twiste
495,496,M,jerusalem / beem
497,498,M,curyus / daryus
499,500,M,subtilly / preciously
501,502,M,reste / cheste
503,504,M,telle / helle
505,506,M,shrewe / rewe
507,508,M,day / gay
509,510,M,glose / chose
511,512,M,bon / anon
513,514,M,he / me
515,516,M,lye / fantasye
517,518,M,have / crave
519,520,M,we / fle
521,522,M,chaffare / ware
523,524,M,prys / wys
525,526,M,blesse / richesse
527,528,M,oxenford / bord
529,530,M,toun / alisoun
531,532,M,privetee / thee
533,534,M,al / wal
535,536,M,lyf / wyf
537,538,M,weel / deel
539,540,M,woot / hoot
541,542,M,he / pryvetee
543,544,M,lente / wente
545,546,M,gay / may
547,548,F,talys / alys
549,550,M,wente / lente
551,552,M,pleye / seye
553,554,M,grace / place
555,556,M,visitaciouns / processiouns
557,558,M,pilgrimages / mariages
559,560,F,gytes / mytes
561,562,M,deel / weel
563,564,M,me / we
565,566,M,daliance / purveiance
567,568,M,he / me
569,570,M,bobance / purveiance
571,572,M,eek / leek
573,574,M,to / ydo
575,576,M,me / soutiltee
577,578,M,nyght / upright
579,580,M,blood / good
581,582,M,taught / naught
583,584,M,loore / moore
585,586,M,seyn / ageyn
587,588,M,beere / cheere
589,590,M,usage / visage
591,592,M,make / undertake
593,594,M,a-morwe / sorwe
595,596,M,tho / go
597,598,M,paire / faire
599,600,M,hoold / oold
601,602,M,sooth / tooth
603,604,M,weel / seel
605,606,M,oon / bigon
607,608,M,me / be
609,610,M,venerien / marcien
611,612,F,likerousnesse / hardynesse
613,614,M,therinne / synne
615,616,F,inclinacioun / constellacioun
617,618,M,withdrawe / felawe
619,620,M,face / place
621,622,F,savacioun / discrecioun
623,624,M,appetit / whit
625,626,M,me / degree
627,628,M,ende / hende
629,630,M,solempnytee / fee
631,632,M,therbifoore / soore
633,634,M,list / lyst
635,636,M,leef / deef
637,638,M,leonesse / jangleresse
639,640,M,biforn / sworn
641,642,M,preche / teche
643,644,M,wyf / lyf
645,646,M,say / day
647,648,M,name / game
649,650,M,eke / seke
651,652,M,ecclesiaste / faste
653,654,M,aboute / doute
655,656,F,salwes / falwes
657,658,F,halwes / galwes
659,660,M,hawe / sawe
661,662,M,be / me
663,664,M,I / outrely
665,666,M,cas / thomas
667,668,M,leef / deef
669,670,M,day / alway
671,672,M,theofraste / faste
673,674,M,rome / jerome
675,676,E,jovinian / tertulan
677,678,M,helowys / parys
679,680,M,salomon / on
681,682,M,volume / custume
683,684,F,vacacioun / occupacioun
685,686,F,wyves / lyves
687,688,F,bible / impossible
689,690,F,wyves / lyves
691,692,M,mo / who
693,694,F,stories / oratories
695,696,F,wikkednesse / redresse
697,698,E,venus / contrarius
699,700,M,science / dispence
701,702,F,disposicioun / exaltacioun
703,704,M,desolat / exaltat
705,706,F,reysed / preysed
707,708,M,do / sho
709,710,M,dotage / mariage
711,712,M,thee / pardee
713,714,M,sire / fire
715,716,F,wikkednesse / wrecchednesse
717,718,M,slayn / agayn
719,720,M,fynde / mankynde
721,722,F,heres / sheres
723,724,M,yen / lyen
725,726,M,dianyre / afyre
727,728,M,wo / two
729,730,M,heed / deed
731,732,M,seyn / reyn
733,734,M,crete / swete
735,736,M,thyng / likyng
737,738,M,lecherye / dye
739,740,F,devocioun / occasioun
741,742,M,lyf / wyf
743,744,M,gold / told
745,746,M,place / grace
747,748,M,lucye / dye
749,750,M,hate / late
751,752,M,fo / so
753,754,M,thynke / love-drynke
755,756,M,morwe / sorwe
757,758,E,latumyus / arrius
759,760,M,tree / thre
761,762,E,despitus / arrius
763,764,M,tree / bee
765,766,M,red / bed
767,768,M,nyght / upright
769,770,M,brayn / slayn
771,772,M,drynke / bithynke
773,774,F,proverbes / herbes
775,776,E,habitacioun / dragoun
777,778,M,chyde / abyde
779,780,M,hous / contrarious
781,782,M,ay / away
783,784,M,forthermo / also
785,786,M,nose / suppose
787,788,M,pyne / fyne
789,790,M,nyght / plyght
791,792,M,eke / cheke
793,794,M,adoun / leoun
795,796,M,heed / deed
797,798,M,lay / way
799,800,M,breyde / seyde
801,802,M,me / thee
803,804,M,adoun / alisoun
805,806,M,smyte / wyte
807,808,M,biseke / cheke
809,810,M,wreke / speke
811,812,M,wo / two
813,814,M,hond / lond
815,816,M,also / tho
817,818,M,me / soveraynette
819,820,M,wyf / lyf
821,822,F,estaat / debaat
823,824,M,kynde / ynde
825,826,M,me / magestee
827,828,M,deere / heere
829,830,M,this / blis
831,832,M,tale / gale
833,834,M,two / everemo
835,836,M,frere / mateere
837,838,M,preambulacioun / doun
839,840,M,manere / frere
841,842,M,go / two
843,844,M,place / face
845,846,M,me / thre
847,848,M,sidyngborne / morne
849,850,M,gon / anon
851,852,M,tale / ale
853,854,M,best / lest
855,856,M,frere / heere
