Line Number,Word 1,Word 2,Rhyme Type
1,frere,chiere,M
3,honestee,he,M
5,wyf,lyf,M
7,thee,difficultee,M
9,seye,weye,M
11,game,name,M
13,clergye,compaignye,M
15,game,name,M
17,sayd,apayd,M
19,doun,fornicacioun,M
21,ende,hende,M
23,estaat,debaat,F
25,be,me,M
27,lot,grot,M
29,honour,lymytour,M
31,cryme,tyme,M
33,ywis,this,M
35,frere,deere,M
